401494	6256	1431	982	1252	2349	1252	6152	650
51495	1931	1037	1132	1403	2286	4291	2593	1608
9200	831	205	79	58	153	132	197	564
10965	85	5	19	21	20	71	50	148
11332	64	26	11	20	53	153	167	21
122970	2492	1949	2151	1672	3044	4904	4129	3262
641371	153	52	45	107	153	412	489	90
54898	201	63	64	88	296	462	357	355
60481	19	0	0	0	1	60	0	0
64834	12	11	13	19	22	28	32	37
6785	24	22	45	8	6	25	38	47
79071	17	31	6	38	1	2	51	51
79993	2836	1080	2251	1424	4296	4659	4723	6486
83401	33237	23971	27811	34782	32254	80634	84846	66507
36	43	54	29	39	72	116	66	93
35	2948	2676	3181	1737	2723	4180	3973	3179
1962	926	569	484	755	716	970	826	773
34	6433	4109	4294	4172	14080	17104	15636	16906
10455	335	278	265	341	788	1471	941	798
1632	451	229	662	594	1286	668	1146	524
38	771	392	478	183	1533	706	2214	515
39	23	11	6	19	13	47	151	60
30	2775	2960	2123	3360	1999	2869	4515	3674
33	4	10	3	8	3	10	28	32
2639	37	14	18	21	29	38	12	54
1579	496	645	213	220	209	533	721	321
284541	838	506	964	846	2065	5198	2377	3079
51	9	8	9	2	11	15	3	15
8310	7	15	28	19	15	12	10	45
37	540	428	444	259	382	568	455	380
126129	2315	3996	3734	2932	2461	7734	6482	3742
1374	106	53	108	75	95	176	125	95
1375	2311	1649	1235	1253	1219	2176	2443	1666
1376	2915	2022	1790	2411	2830	4953	4270	3232
3157	33299	11084	15848	24704	21222	47314	21718	27420
3158	14	14	15	17	18	35	12	17
3155	1151	529	1032	411	1010	789	850	1443
54511	448	496	553	572	873	1462	1816	1078
56898	1353	1342	1362	1363	1746	6001	6072	2479
622	9	8	14	6	11	15	11	10
5019	1	1	4	2	6	16	14	8
64064	1204	410	962	259	507	900	896	661
6309	260	296	395	372	1362	3092	1747	973
10682	596	251	212	623	500	1105	1013	2368
1717	180	76	187	39	252	177	63	49
1718	8	8	25	9	19	26	28	34
1595	534	100	340	114	165	1378	348	258
7108	0	27	0	3	2	139	50	5
4047	77	45	49	130	77	174	139	120
50814	73	28	54	57	68	70	107	146
10826	115	128	137	165	105	337	417	158
6307	6392	2440	5043	4268	6481	10613	13515	14853
51478	79	66	108	29	135	38	55	365
1056	1693	552	1748	1467	1496	4476	3261	5226
3988	1525	787	1335	645	2382	1976	2026	4182
6646	30	49	47	59	65	129	98	97
8435	30653	36112	49264	41138	89280	123201	86204	92808
120227	370	156	149	206	406	360	565	366
1594	2683	4258	1434	2092	3779	8701	6490	5194
1591	468	515	1551	362	775	1507	1584	357
2222	628	283	701	826	2727	692	1964	6520
6713	601	329	770	419	812	1794	1647	1132
10858	72	24	46	30	24	96	52	32
9420	823	398	789	380	591	1845	1692	2227
1581	2410	1494	2351	2081	2952	4858	5389	4042
1593	6304	4332	5708	4175	4464	7129	7484	6572
6718	14184	6122	11464	10064	13742	19210	16613	15997
1109	304	142	319	198	267	596	478	669
23600	1328	741	1842	1366	2073	3170	2039	2384
8309	520	395	398	511	435	711	730	395
9023	3023	1322	1435	3205	10350	4820	9264	4074
3295	295	104	381	194	283	484	495	247
6342	7455	5968	12844	11541	16017	20660	26983	11282
10998	1554	2211	2223	2570	3436	4044	16866	2239
570	5063	2883	5065	4019	5318	9792	4444	7836
80270	2092	1129	1125	752	1030	2413	1823	1542
1582	3058	1108	1686	1637	782	1022	4166	2285
51302	2084	1214	1481	1431	876	1616	3979	2265
10005	148	117	246	113	569	847	530	464
27235	49	95	23	112	193	277	128	192
51805	849	1007	1127	1079	930	1407	1035	1334
3242	133	225	439	430	1183	989	621	636
6898	3351	2257	2887	2553	3735	4142	5291	4559
51004	108	31	104	50	98	186	96	118
84274	324	561	333	218	493	811	583	483
10229	10	2	5	4	1	0	5	2
2677	2314	2454	3385	4034	1850	8006	3161	2623
154807	2077	2084	1482	3661	3100	8455	4822	2822
79001	26	17	18	22	41	75	76	48
1728	2149	1913	1650	1650	2299	2911	1972	2520
3292	25	140	76	28	56	508	236	222
3294	1635	943	801	1113	1424	2722	2885	3624
7923	2165	1313	1926	1817	2573	3566	3536	2779
8630	918	495	703	491	830	1636	2119	2206
412	9	5	4	29	21	61	12	45
6820	2	1	1	10	4	8	14	8
1583	3976	3209	4349	3587	3591	7776	6508	4464
1586	278	162	128	153	156	528	459	251
1589	18	5	22	15	27	8	30	0
3283	1135	700	657	390	1438	3428	2919	1662
3284	11490	6722	11675	5158	20333	26786	20886	24693
1584	14	10	1	1	4	43	0	1
1585	474	171	283	386	498	2613	686	2427
100861540	2	1	10	9	44	40	0	60
1543	24	11	31	15	33	78	46	76
1544	10	18	8	5	23	10	18	23
1551	222	527	292	291	267	573	900	700
1577	2512	310	1230	280	3192	3885	1455	4427
6715	1567	1220	904	873	962	3461	1965	3167
6716	309	4	204	118	28	534	39	5
79644	534	167	344	571	392	576	316	708
1646	9	7	7	5	9	4	26	20
3290	4	5	8	5	14	4	220	221
3291	12	3	3	25	0	27	2	11
3293	4	21	8	1	1	11	11	9
1588	3322	2363	2153	2797	3266	6518	5629	4032
1312	1144	517	704	862	1225	2912	2216	2143
1545	257	111	344	174	139	347	896	443
6783	5368	4207	4599	4711	5827	12025	8599	6106
1571	1835	749	2303	1177	1168	1323	1935	1910
1576	2	39	8	48	22	3	22	53
1327	242	152	210	119	508	126	408	309
84701	21	23	42	50	83	49	64	156
100532726	271	260	822	534	1062	1730	920	1708
4718	8140	8805	15902	3966	13973	22533	23646	16815
4717	725	618	524	592	1429	1226	1693	1324
4716	447	139	372	163	179	62	189	201
4715	909	613	1248	890	1390	1306	1762	1597
4714	20	27	15	49	47	13	3	136
4713	6	0	5	11	25	0	29	0
4712	876	579	659	472	527	1483	1655	2150
4711	16100	2991	4066	1415	6543	8333	58897	17481
4710	786	456	642	840	1668	1320	2025	2094
4709	37347	24925	14736	14663	37278	45660	82061	36487
4708	1817	795	1766	1337	2573	3774	2218	2311
4707	3358	4711	3902	3043	7308	14971	10621	9694
126328	4	4	5	5	16	20	17	16
4706	32	28	55	9	666	600	280	83
4705	6	4	1	2	9	41	14	13
4704	145	83	61	43	145	290	236	269
4702	1716	1430	859	1122	1522	2592	1769	2428
4701	42	54	25	41	128	209	75	55
4700	34	71	119	135	314	175	189	798
4698	3322	1580	2768	1666	2793	6716	4245	5370
4697	25141	9593	8828	12136	15042	15803	20980	29909
56901	0	1	7	1	22	11	85	5
4695	0	0	0	0	13	22	0	4
4694	1116	771	981	564	2102	2577	1454	1685
4731	48	20	97	237	93	73	56	110
4729	6433	3705	4423	2545	4785	8430	9225	4798
4723	234	137	78	117	330	592	307	193
4728	4297	2521	4217	2713	3782	6006	7977	6735
374291	33519	19489	37643	26963	33051	57078	39094	42059
4726	748	404	765	359	750	1133	1183	1101
4725	4689	7181	4857	4855	7406	20302	16481	18244
4724	642	37	1833	131	210	449	150	176
4722	6554	4959	8261	6508	3673	15014	6638	6598
4720	8	0	17	18	40	6	24	0
4719	5395	2786	6869	1607	1147	12935	15242	5078
4541	92	67	64	6	149	3	530	61
4540	6	9	12	6	8	5	7	17
4539	49	22	8	48	40	23	78	41
4538	5212	3722	5589	5470	9405	12789	15868	13547
4537	5	8	3	3	10	6	5	9
4536	511	367	550	583	577	1023	1472	1422
4535	444	1058	690	1137	3184	6359	8691	1768
10063	108	119	141	60	519	330	296	234
1355	2396	1253	1045	1229	798	2393	2106	3975
1353	22174	18150	16823	6171	32299	44448	40969	28949
51079	567	330	416	510	605	1003	1325	1150
54539	652	721	746	374	1074	1619	1124	1615
55967	189	73	641	273	1018	1169	2944	3463
1351	26	8	44	14	125	0	36	5
341947	5061	6842	9583	5590	9255	16090	13888	16701
1350	116	230	103	144	132	352	331	332
1349	182	53	18	128	114	221	26	255
170712	468	277	439	260	1461	1442	1003	1006
1346	8536	6194	8532	7888	10276	11221	13372	9818
1347	17	1	10	1	16	25	9	35
9167	7	31	1	0	48	1	40	0
1345	117	105	191	148	65	428	249	332
10975	11	12	67	39	77	314	364	59
1537	296	172	184	185	180	350	579	523
27089	3089	1125	1764	1049	2020	3120	2807	2747
29796	8	3	10	6	22	25	27	35
440567	82	26	71	31	442	135	290	267
4519	1788	740	116	529	4448	1740	1600	2825
7381	17	64	60	31	24	114	48	143
7384	149	275	128	73	151	179	297	300
7385	244	22	0	0	26	0	87	0
7386	2923	2001	2520	2025	4377	6506	6407	6134
7388	6498	3580	6433	6140	6755	6889	9705	9991
125965	35	16	24	5	38	80	56	20
1329	6	77	89	28	61	74	218	146
1337	31293	33954	34053	17012	47488	184079	116603	232869
1339	32	42	47	49	65	67	38	64
1340	454	410	935	598	1114	668	2425	1374
4512	575	243	523	247	818	889	2220	2865
4513	9	16	1	7	4	1	1	11
4514	60	33	31	33	103	211	95	20
9377	151	75	146	101	342	319	268	328
10312	40	8	7	5	17	18	30	18
10476	120	33	44	104	385	323	252	208
10632	109	79	88	74	336	297	209	159
127124	46	18	13	9	12	15	24	24
155066	161	79	127	118	190	309	219	321
23545	766	455	948	336	785	1991	1769	1150
245972	814	402	654	756	897	1927	1549	1685
245973	435	660	298	204	532	671	756	715
4508	6220	3949	5352	5331	13080	24522	23442	22066
4509	19	35	153	59	166	32	196	32
498	2288	499	2380	1427	1689	1518	2276	1748
506	112	87	113	134	139	390	213	281
50617	0	15	27	12	1	0	5	10
509	39	29	41	23	58	86	48	72
513	23	61	17	5	8	114	16	58
51382	9017	2183	5618	3250	5063	5991	3748	5317
514	2220	1694	1836	1781	2481	5195	5011	2999
515	188	164	103	197	263	118	205	352
516	57	261	41	85	43	191	54	132
51606	82	36	83	56	183	68	136	114
517	337	685	310	524	286	1516	844	1205
518	305	151	373	210	251	342	423	415
521	12	17	93	70	67	154	20	64
522	79	71	45	69	86	63	50	39
523	421	410	582	213	648	2603	1338	1091
525	13729	30229	23107	8904	15445	64232	33912	51019
526	4926	2363	4900	3412	6189	8051	8369	5786
527	44	28	24	65	76	205	202	200
528	35	128	345	199	181	349	185	280
529	962	1640	3992	1698	7693	4464	3764	2394
533	235	107	138	154	212	263	276	250
534	6	8	25	3	6	47	14	10
535	385	410	467	184	191	379	470	528
537	770	556	817	554	1482	1408	2237	1016
539	22	9	12	20	15	57	11	22
8992	2270	1162	1818	707	859	3382	1748	3437
90423	421	114	92	206	256	296	310	424
9114	22176	15512	10467	18369	19933	52152	47081	26655
9296	4	5	13	12	0	0	2	0
9550	17	46	44	29	46	164	52	84
9551	133	455	124	498	373	839	337	371
479	3443	1995	1530	901	10185	7681	5998	8670
495	89	168	26	59	12	170	133	346
496	4121	1866	2350	3353	4268	7277	4125	6939
27068	64	31	57	33	97	115	180	208
5464	0	3	1	12	9	2	4	1
64077	12	81	56	18	6	72	83	70
1352	65	15	15	4	3	0	1	0
27165	4	12	0	9	3	0	39	13
2744	490	87	518	653	469	2364	325	1531
2752	12262	5138	12792	10569	13572	24433	35375	23653
1373	23	24	309	72	0	623	53	61
5009	519	536	677	397	803	902	1548	733
445	151	50	17	293	275	369	52	99
435	41	15	47	56	42	167	13	157
383	3	6	0	1	0	1	13	11
384	108	7	69	34	17	383	153	294
162417	343	750	284	107	1308	362	147	798
95	1021	341	734	752	581	1225	1614	877
4842	276	40	7	19	31	229	27	524
4843	240	179	348	350	140	514	308	357
4846	88	28	12	34	177	245	192	77
2746	18	3	56	16	2	39	443	283
2747	9	3	1	7	0	7	6	0
2805	164	43	184	99	203	280	417	335
2806	2130	1139	2608	1679	2424	3155	2970	2877
2875	4	4	10	6	17	37	24	27
84706	235	148	99	240	122	283	638	370
50484	3680	3576	4025	5271	10844	12202	15929	13888
6240	39	169	66	55	495	163	630	476
6241	643	391	381	410	425	697	714	687
7498	4	14	21	25	48	87	225	130
5471	6932	4702	5677	5977	11249	24695	22028	12394
2618	146	124	107	87	199	126	173	137
471	16	2	16	4	7	19	36	14
158	487	274	153	255	327	497	436	509
10606	17	5	4	6	6	4	16	23
87178	2109	1335	2698	1965	2242	4158	4151	2505
10846	7746	3972	7457	4966	5476	7865	9543	6275
50940	1205	1128	1272	552	962	2640	2379	1769
5136	2039	4457	1513	990	2588	3503	2646	4143
5137	105	214	273	172	416	492	753	329
5138	782	1035	842	467	3592	2650	1366	2868
5139	811	670	1086	713	685	1320	1270	1704
5140	2531	1057	1521	1309	2343	1936	1680	819
5153	111	106	188	175	9	2	83	52
107	1384	1052	685	863	1177	2429	2471	2623
108	5	11	2	2	6	1	5	5
109	489	238	595	254	314	674	750	533
111	60	49	37	11	125	83	60	43
112	81	42	136	134	76	93	155	140
113	262	102	1009	563	579	2907	716	776
114	396	302	289	82	302	1204	231	545
115	166	166	385	176	453	434	387	638
196883	56	57	24	45	42	33	77	60
55811	4589	2245	3854	1787	7884	9094	11603	9074
101060521	188	190	379	197	264	605	443	344
10621	749	397	593	745	556	816	890	908
10622	3636	2663	6519	6454	6589	17054	9913	9887
10623	2089	1461	104	2088	3377	4042	8752	3795
11128	742	540	462	445	661	1191	1158	927
171568	23	7	14	8	45	21	38	19
221830	186	189	602	70	1086	1568	1871	2329
246721	128	62	132	203	544	116	490	263
25885	24	0	0	28	130	1709	2	0
30834	1303	422	878	653	2165	2623	4100	756
51082	173	91	149	74	188	372	273	136
51728	69	22	70	46	36	130	198	119
5430	31	4	29	35	15	44	42	25
5431	80	65	33	52	232	93	27	82
5432	1686	1301	2070	909	3396	3920	7208	4714
5433	1256	135	298	464	581	786	241	168
5434	25330	9366	22911	8375	21993	33437	28808	50239
5435	2249	1458	1296	252	2890	3299	1423	1069
5436	1	0	0	1	0	0	0	0
5437	8295	4269	12001	6380	11285	6950	13684	7752
5438	1170	1684	1301	1451	2459	3396	3679	2822
5439	39	19	22	30	38	55	73	10
5440	708	571	555	514	913	1063	1774	1058
5441	3323	1359	2090	1765	4187	9690	8516	6850
548644	0	89	0	1	0	0	2088	55
55703	26	0	3	3	1	1	1	7
55718	3	6	4	2	25	21	13	18
64425	47	31	13	149	140	5	6	288
661	8	2	4	2	3	4	6	4
84172	51	40	30	70	56	28	160	14
84265	2536	2105	5367	1229	3170	3516	4143	2853
9533	14461	14277	14385	16233	44035	33220	39357	33879
10714	9913	6166	9427	4367	11080	31113	19116	29260
23649	1091	581	1154	1359	2181	1656	2007	1593
54107	3204	2174	2560	1819	3038	9139	5318	4347
5422	133	54	224	252	389	149	425	49
5424	349	296	407	241	587	716	707	688
5425	2814	1713	2147	3125	3368	4445	4186	3736
5426	1521	97	810	589	898	885	4818	307
5427	150	201	221	281	551	1084	734	910
5557	100	9	30	43	43	25	207	18
5558	2070	965	1798	1008	2790	6066	6854	7084
56655	4	3	4	6	10	20	12	9
57804	2029	1826	2429	1235	2047	3350	2756	2867
377841	579	403	544	270	231	1229	470	558
956	11558	10972	25388	15833	30167	35406	62170	52193
954	3	11	13	1	17	26	5	19
10201	663	395	611	430	840	2409	2491	2323
221264	686	307	598	380	716	785	857	817
29922	58	67	62	54	137	227	163	142
4830	691	219	348	412	158	909	714	359
4831	868	1031	1198	1148	922	1262	1186	1448
4832	2375	1719	1543	1757	5799	7215	8928	6884
4833	1204	509	1015	818	1005	2080	2062	2494
654364	1891	1450	1308	1658	1874	4884	4354	2171
8382	38	32	59	37	116	171	22	111
102157402	41	36	57	65	137	378	122	115
122481	58	68	98	47	7	94	162	22
158067	47	100	277	52	33	255	140	31
203	269	144	202	193	555	526	873	536
204	342	196	278	211	520	538	655	340
205	288	175	188	103	119	298	216	128
26289	47546	26173	28849	17560	79016	138913	109756	99590
122622	475	355	387	302	638	803	481	874
159	3263	1277	3352	3065	1954	3314	1455	2686
270	8	3	12	1	2	7	13	17
271	542	824	1230	356	1020	3436	3723	3195
272	1235	1771	383	705	1555	3952	2410	295
100526794	452	367	782	684	738	871	1594	2043
115024	4197	2938	3686	3110	3876	7568	6970	8624
22978	977	620	603	690	2081	3784	3067	2620
30833	134	104	285	77	227	575	701	645
4907	287	166	310	90	519	1473	756	457
51251	71	220	283	68	102	299	362	266
56953	0	4	3	1	8	0	6	10
84618	1486	841	905	877	1590	1192	1478	1518
93034	388	133	288	145	356	1202	823	323
132	0	0	2	0	0	22	25	65
353	565	246	733	306	306	371	567	692
100	7	5	10	4	7	12	7	13
4860	474	258	285	419	618	324	534	805
51816	17	0	4	6	0	270	0	0
2766	4646	2649	4552	4761	3263	6851	6328	4658
51292	913	531	641	398	1031	1585	1907	1445
3614	18	18	10	9	5	176	225	81
3615	18	19	7	4	24	226	10	9
8833	478	1084	738	130	1150	1226	638	515
124583	14	0	51	18	8	22	55	21
955	436	411	698	334	537	1889	1819	836
957	9	16	1	10	68	52	3	108
9583	4	11	2	1	4	8	23	1
3251	443	403	643	222	301	1203	711	468
2987	65	35	29	48	62	23	59	53
9615	83	48	38	58	52	83	99	133
55821	1221	1688	1712	1199	2184	4296	2567	863
374659	801	383	723	998	1746	877	859	1040
58497	1043	2704	953	678	2159	764	1416	441
2977	163	131	128	469	64	1351	440	379
2982	20	168	81	24	28	59	52	88
2983	3421	1978	1653	1256	4005	4971	6035	2542
2984	672	502	473	508	982	829	1306	1137
2986	3221	1032	2598	1628	1016	2360	2393	2054
3000	258	186	213	201	282	391	435	284
4881	2270	1824	2297	3524	3798	3279	3632	3768
4882	19609	29997	9926	7633	17710	42154	71865	25334
5145	437	566	827	345	2237	1468	3190	2392
5146	933	538	1393	672	1174	863	1197	987
5147	43	41	99	108	23	100	161	33
5148	4721	4670	6783	2656	6805	6173	6470	6481
5149	19	15	10	16	11	41	9	11
5152	31	153	25	116	184	78	75	73
5158	20	11	27	24	39	72	80	134
8654	116	20	120	22	6	66	45	56
9060	8	1	4	39	1	15	6	7
9061	1921	2265	1956	2394	1654	4300	5273	3114
5167	32	31	25	13	58	100	39	72
5169	565	435	902	352	709	1224	1913	624
5198	27	0	1	2	3	0	0	36
3704	87	10	3	7	17	51	22	33
318	1335	688	1208	844	2090	3278	1715	2694
1716	164	315	149	194	413	604	404	875
11164	714	631	167	579	5308	4095	7702	1945
53343	0	11	239	43	185	481	36	564
56985	56	68	82	13	39	78	15	35
2272	13	4	12	2	3	1	13	12
22875	2918	1899	1810	851	1630	3789	5559	1798
1633	97	25	22	56	60	79	76	70
84284	12830	9350	10917	9782	38120	52667	31442	35620
646625	36	6	0	4	20	18	23	34
27115	2547	2342	3014	2221	6551	10165	8833	8691
5141	106	66	157	134	197	272	237	245
5142	18251	11700	32939	15671	41983	30288	39315	23979
5143	7460	2680	4674	5782	4052	9968	14460	8747
5144	10	5	5	7	6	8	11	13
5150	726	464	2555	1563	1557	792	1583	656
5151	21	5	13	14	7	9	12	6
8622	33	227	219	303	316	828	1518	760
131870	797	717	1102	556	1749	2559	2282	2820
50808	413	529	138	501	569	644	738	457
10	205	42	276	682	346	1484	1734	1491
9	264	157	360	84	88	648	1271	189
1548	1839	766	1554	526	4046	4085	2391	1347
790	5565	4429	6401	1718	2330	9583	10213	5192
7372	140	86	93	66	119	289	144	297
129607	30	20	31	11	38	62	29	18
51727	35	7	17	17	40	15	57	29
1503	1039	447	1325	720	317	424	528	874
56474	1230	391	1108	191	157	666	2458	1153
139596	349	303	558	569	1210	2842	1849	984
54963	538	634	2613	526	3310	5397	2013	1690
7371	55	19	32	23	18	58	59	31
83549	9	6	7	3	9	16	13	10
151531	638	832	577	291	511	1106	644	1140
7378	10	10	9	20	3	6	22	28
1806	895	976	1368	1021	1326	2362	2249	1528
1807	624	365	767	468	1037	2357	1507	1563
51733	4971	804	3409	2881	14256	21986	10457	5245
